"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006091","generation of precursor metabolites and energy",377,-0.388402563624507,-1.78169109330542,1.37538229601303e-08,1.37538229601303e-08,3.45773953755624e-06,3502,"tags=41%, list=23%, signal=32%","68837/56428/64602/226646/68073/110842/72141/18115/12534/14936/72106/66043/68943/11666/71701/17716/68375/69183/18640/12857/67834/11957/56632/67636/15929/407785/67680/57423/69702/11947/17992/225887/67472/13603/67892/17995/67273/72900/66925/17717/16367/68202/66383/22273/69089/15356/77559/110078/11946/18746/17722/70556/17721/56412/20656/18655/56451/17710/27357/66152/66114/17709/17720/11958/75406/66945/14467/230075/17706/12499/17711/241113/17719/17708/11950/14148/18648/66694/66218/17705/67264/13806/14583/227197/110446/68267/70383/215951/12866/75530/21351/14381/13382/74637/52637/66148/66445/66646/74185/433182/73467/12858/12861/19062/103172/16828/14380/11429/14466/227659/68197/12398/216558/22272/268697/18597/11651/70207/15277/15483/78330/11428/28080/12176/13350/209692/12974/110119/216188/67914/74246/71832/58200/110208/17449/18641/21881/30956/11676/68263/67041/235339/19013/16002/110095/108079/107747/14555/14711/12491/633979/20512/16591"
"GO:0009611","response to wounding",421,0.41764964721184,1.75726425735719,1.43568730798882e-08,1.43568730798882e-08,3.45773953755624e-06,2972,"tags=35%, list=19%, signal=29%","19242/20927/16687/110135/19695/12505/14456/259277/99571/12306/12767/12173/11687/16001/12043/14065/15139/73732/56745/279028/14066/381232/78896/223650/19716/16416/109620/74601/14184/18750/11684/17702/14063/11752/12628/18988/14226/20344/13829/13617/208936/13805/19041/12798/18792/241639/74012/14230/216350/21825/12740/18591/18810/21789/18173/20312/13713/14164/11826/14061/13052/13838/105722/22417/16475/14724/17882/18754/16007/12614/54608/68585/21390/14234/14609/106722/13866/20510/19296/71436/16193/17183/380684/319269/16952/14723/12845/27279/11535/14580/26362/12739/14027/73182/12737/18479/18590/18595/22418/14369/12495/319197/11747/229521/246707/26903/65079/18436/20496/18613/16779/83431/19123/18605/76509/101613/66371/66901/19280/26365/192176/16336/22003/54525/11816/68108/15200/12389/20170/16600/208177/17242/20910/12266/20807/15227/234695/22240/77579/11891/71461/12490/67916/228788/18121/14729/12258"
"GO:1901342","regulation of vasculature development",257,0.470306197464773,1.89414454660756,1.91073169327797e-08,1.91073169327797e-08,4.38271089144862e-06,3058,"tags=39%, list=20%, signal=31%","19242/16840/20927/320924/16854/12767/13179/15139/15507/209743/14066/12654/230775/16416/11607/23871/64103/13731/18750/20351/16878/320910/13805/68545/240185/21939/20684/329278/15901/12828/14465/22341/13197/21825/387216/20312/14164/11826/18654/226841/13836/269831/723960/13078/22417/16402/381290/21687/387220/11745/14172/80837/24064/68585/21390/14234/20698/20356/27279/11535/13601/23939/17395/22418/319197/14254/246707/23797/19229/18760/20496/21413/15945/18751/12394/21846/58861/107702/26365/11504/18127/21752/16600/17242/13638/20349/12266/269120/53614/19274/12490/12562/11487/192187/20620/14205/13636/18176/67784"
"GO:0042060","wound healing",310,0.453898794992238,1.86687589096969,2.36088759273465e-08,2.36088759273465e-08,5.16910125567166e-06,3146,"tags=38%, list=20%, signal=31%","20927/16687/110135/19695/12505/14456/99571/12306/12767/12173/11687/14065/73732/56745/279028/14066/223650/16416/109620/18750/11684/17702/14063/11752/12628/18988/20344/13829/208936/13805/19041/12798/18792/241639/74012/14230/216350/21825/12740/18591/18810/21789/18173/20312/13713/14164/11826/14061/13052/105722/22417/16475/14724/17882/18754/16007/12614/21390/14234/14609/106722/13866/16193/16952/14723/12845/27279/26362/12739/14027/73182/12737/18479/18590/18595/22418/14369/12495/319197/11747/229521/246707/26903/18436/20496/18613/19123/76509/101613/66371/66901/26365/192176/16336/22003/54525/11816/15200/12389/20170/208177/20910/12266/20807/234695/77579/11891/71461/12490/67916/228788/18121/14729/12258/21803/19091/14368/14726/16452"
"GO:0003205","cardiac chamber development",163,0.524672569962563,2.01270938802571,2.98461146366244e-08,2.98461146366244e-08,6.25060963740015e-06,3917,"tags=49%, list=25%, signal=37%","12814/56198/20897/15213/12767/20271/14183/15214/268977/21386/109620/215798/17131/14200/21956/17702/17130/12876/13411/13617/13805/207728/14465/22411/12156/12159/21687/19876/16007/14362/16576/14234/21924/20148/22059/66993/16449/107586/15205/22418/218772/20677/381157/54485/11504/18127/22003/11622/333654/20807/15227/319757/77579/71461/73692/19401/228788/20563/18121/18187/21803/67784/269593/19662/18128/19664/18018/23796/18552/22762/20666/17300/214384/12168/74868/21385/21821/20348/103806/11477"
"GO:0045765","regulation of angiogenesis",254,0.470004631613895,1.89323228232449,3.35566343358098e-08,3.35566343358098e-08,6.73487538248533e-06,3058,"tags=38%, list=20%, signal=31%","19242/16840/20927/320924/16854/12767/13179/15139/15507/209743/14066/12654/230775/16416/11607/23871/64103/13731/18750/20351/16878/320910/13805/68545/240185/21939/20684/329278/15901/12828/14465/22341/13197/21825/387216/20312/14164/11826/18654/226841/13836/269831/723960/13078/16402/381290/21687/387220/11745/14172/80837/24064/68585/21390/14234/20698/20356/27279/11535/13601/23939/17395/22418/319197/14254/246707/23797/19229/18760/20496/21413/15945/18751/12394/21846/58861/107702/26365/11504/18127/21752/16600/17242/13638/20349/12266/269120/53614/19274/12490/12562/192187/20620/14205/13636/18176/67784"
"GO:0001501","skeletal system development",450,0.409619154429849,1.72712629703122,3.81160822937748e-08,3.81160822937748e-08,7.34396600321321e-06,3108,"tags=34%, list=20%, signal=28%","21943/16840/12814/26564/73234/14119/14633/12393/16854/22422/15212/14313/231162/11647/14219/214685/14183/20190/16590/59056/21386/13395/17131/14184/18750/14191/17702/63873/12628/18109/233328/235611/230103/12006/20679/18162/320910/13617/12161/69480/232174/12153/15211/329278/17313/17387/68527/170441/14182/21825/19733/15117/13386/12156/12159/16847/215001/13836/105722/12406/239337/213081/14724/19411/12164/17937/17389/16007/270685/55994/15412/330790/17268/14172/14234/14609/106722/20148/22059/15410/14723/108655/231633/12824/12845/14634/235320/15208/102866/16998/278507/13601/14247/13345/18590/17395/21827/18595/22418/218772/12667/21417/67378/20677/19228/103889/67216/20379/12643/74511/12394/19645/208618/17240/73121/18605/52028/233651/20204/98711/20481/320277/66910/17242/54635/231225/21418/54352/20807/18514/107587/620235/18933/75547/22658/19401/242585/19697/240396/21833/15587/59035/18121/14729/228790/21803/21349/12411/22160/19662/12167/18718"
"GO:0010257","NADH dehydrogenase complex assembly",57,-0.672708885295584,-2.38554656137844,4.13903652117278e-08,4.13903652117278e-08,7.38410570015074e-06,4302,"tags=77%, list=28%, signal=56%","17993/66414/104130/66495/68349/68198/68493/226646/100042503/17716/68375/407785/69702/225887/70316/67273/595136/66377/17717/68472/68202/66091/69089/17991/68194/68342/17722/17721/66928/75406/66046/235169/230075/17719/69487/69875/66218/66108/67264/66916/227197/68197/66271/54405"
"GO:0032981","mitochondrial respiratory chain complex I assembly",57,-0.672708885295584,-2.38554656137844,4.13903652117278e-08,4.13903652117278e-08,7.38410570015074e-06,4302,"tags=77%, list=28%, signal=56%","17993/66414/104130/66495/68349/68198/68493/226646/100042503/17716/68375/407785/69702/225887/70316/67273/595136/66377/17717/68472/68202/66091/69089/17991/68194/68342/17722/17721/66928/75406/66046/235169/230075/17719/69487/69875/66218/66108/67264/66916/227197/68197/66271/54405"
"GO:0006637","acyl-CoA metabolic process",70,-0.621926229391201,-2.28545848045638,5.41064606946836e-08,5.41064606946836e-08,8.98697510485925e-06,1923,"tags=54%, list=12%, signal=48%","228859/56690/110446/71147/208715/13382/228026/17855/18604/330450/18597/14732/26568/13350/102247/27402/270076/12974/71832/171281/19193/192156/66885/70456/217700/68738/68263/68603/50790/235339/55951/74147/104112/60525/107476/14104/14081/100705"
"GO:0035383","thioester metabolic process",70,-0.621926229391201,-2.28545848045638,5.41064606946836e-08,5.41064606946836e-08,8.98697510485925e-06,1923,"tags=54%, list=12%, signal=48%","228859/56690/110446/71147/208715/13382/228026/17855/18604/330450/18597/14732/26568/13350/102247/27402/270076/12974/71832/171281/19193/192156/66885/70456/217700/68738/68263/68603/50790/235339/55951/74147/104112/60525/107476/14104/14081/100705"
"GO:0019693","ribose phosphate metabolic process",314,-0.397684626808658,-1.79374945741734,7.58473189920495e-08,7.58473189920495e-08,1.2178151989741e-05,2456,"tags=30%, list=16%, signal=25%","18655/74143/56451/329910/66114/11637/17709/56248/78038/11958/17706/12499/241113/11950/18648/228859/17705/56690/13806/228033/271639/110446/54391/26395/71147/14381/208715/13382/433182/11951/14380/228026/17855/18604/330450/56409/227659/68197/12398/18597/14732/15277/26568/28080/11486/13350/102247/23917/27402/432530/270076/209692/12974/110119/103149/75735/211347/56749/74246/71832/171281/19193/54369/18641/21881/192156/66885/70456/217700/19883/68738/11676/68263/68603/50790/235339/55951/19013/14544/110095/108079/74147/14555/14917/104112/60525/22436/107476/14104/14081/100705/633979/11941"
"GO:0061458","reproductive system development",373,0.419045628770625,1.75009709587969,9.43211698568591e-08,9.43211698568591e-08,1.44085972565792e-05,3194,"tags=31%, list=21%, signal=26%","19242/14620/26564/12505/16323/21414/20897/15213/14119/14633/94109/18667/22422/16001/12043/14313/14183/13813/16590/15214/21386/20670/236899/18799/83558/16866/14622/14283/76943/12841/20681/16878/15375/18671/12124/12161/17311/17986/13393/18591/12159/71709/12125/226841/22417/213081/56711/214253/19411/16007/22113/381677/67971/22329/14714/13404/12550/14609/16669/380684/17295/16952/16691/13874/19116/11535/26362/11819/107586/15205/18595/18793/22418/16322/19275/12638/11835/381157/77595/56218/104271/13875/20719/12394/17240/93757/14155/244891/98711/19225/192176/11504/18127/16336/11622/109689/65247/75605/12266/17685/54352/280668/100040608/68328/15904/12705/19401/15516/280667/18121/19288/19662/12167/18128/19664/26417/170676"
"GO:0048608","reproductive structure development",370,0.420840934135181,1.75633495291085,9.5721450305946e-08,9.5721450305946e-08,1.44085972565792e-05,3194,"tags=32%, list=21%, signal=26%","19242/14620/26564/12505/16323/21414/20897/15213/14119/14633/94109/18667/22422/16001/12043/14313/14183/13813/16590/15214/21386/20670/236899/18799/83558/16866/14622/14283/76943/12841/20681/16878/15375/18671/12124/12161/17311/17986/13393/18591/12159/71709/12125/226841/22417/213081/56711/214253/19411/16007/22113/381677/67971/22329/14714/13404/12550/14609/16669/380684/17295/16952/16691/13874/19116/11535/26362/11819/107586/15205/18595/18793/22418/16322/19275/12638/11835/381157/77595/56218/104271/13875/20719/12394/17240/93757/14155/244891/98711/19225/192176/11504/18127/16336/11622/109689/65247/75605/12266/17685/54352/280668/100040608/68328/15904/12705/19401/15516/280667/18121/19288/19662/12167/18128/19664/26417/170676"
"GO:0003002","regionalization",251,0.463437957013004,1.86718239268706,1.09901136454621e-07,1.09901136454621e-07,1.60417097421482e-05,3989,"tags=45%, list=26%, signal=34%","26564/56198/15213/14633/21892/22422/67122/14183/17427/79362/13813/15214/21386/14186/15223/17702/17130/12006/15375/13617/214575/232174/12153/22411/14182/73916/72507/14164/12156/12159/213081/19411/17965/19876/12614/15412/14234/22059/68146/29871/66993/15410/16348/24136/16917/14634/235320/15208/11819/107586/15205/22418/12667/11835/103889/81896/23872/54485/17240/22414/18530/16373/20481/17765/116810/66910/21815/12266/20807/15227/18514/319757/20350/23893/22658/13654/24063/18121/544696/18187/12167/228357/18128/19664/53883/240888/19335/11838/14632/15242/18552/57810/15436/15417/70122/78405/16973/241062/17300/110350/12005/12168/13614/654470/19821/226352/21821/20348/11477/67661/18095/18510"
