"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0034470","ncRNA processing",386,0.472170262893747,1.91892064563428,1e-10,1e-10,4.54545454545455e-08,3968,"tags=42%, list=26%, signal=32%","24014/21926/271842/72515/102614/59028/328162/107094/14113/235036/52530/67223/72462/74035/211064/104662/68147/215193/59014/67973/67619/17299/67949/98956/27966/217995/56095/67222/234344/69902/69237/319582/56200/213773/72171/110109/67724/245474/214384/28114/21771/17089/105372/53414/69961/106248/67920/72344/69942/103136/78697/66409/17975/71340/208144/30946/66965/57750/68626/72662/107071/20085/110816/18813/57315/16193/52705/230082/20055/233802/18148/100503670/20115/67832/18150/20116/228889/66580/217109/16418/72544/207932/56361/20088/19896/64934/67025/75617/77065/66254/13871/216156/20054/227715/54127/67115/70930/66942/69372/60507/68979/67045/66489/73674/212728/52513/20823/433813/66481/69499/66381/20937/20068/80912/72554/100019/108943/66181/20044/72181/69072/28036/100043813/224481/195434/225348/52575/22059/19942/71990/67049/19941/14791/57294/27993/72133/212528/15108/27176/57808/66362/233189/20848/72198/12181/66966/66583/75416/67936/213541/14911/75273/67276/217431/69663/71916/70285/12578/52686/239528/269470/234374/67239/83701"
"GO:0048285","organelle fission",422,0.451824114813322,1.8421397324042,1.24906367269054e-10,1.24906367269054e-10,5.20443196954393e-08,2401,"tags=26%, list=15%, signal=23%","16878/20877/12235/71819/66977/54392/14087/100502766/12704/26934/52276/72119/72107/110033/12236/19361/208628/70218/16551/268697/68612/60530/67849/108907/13614/18817/623474/54141/67052/18005/215387/105988/60411/237911/214901/108912/107995/72415/68549/70385/22137/381293/16176/11799/73804/192199/19362/233406/51944/21973/12649/110958/69716/12442/229841/381318/18631/56742/12316/14841/66197/21335/59014/68014/67177/56150/18591/17345/69928/14748/19366/320159/66934/268465/76044/17702/240641/101994/73420/71846/381678/16175/67141/67121/14211/20878/19384/12877/72634/59126/19385/16580/16319/12162/68298/100088/72787/19428/13179/78798/17701/328440/114874/13874/21802/68142/23980/70012/12448/16563/75033"
"GO:0051983","regulation of chromosome segregation",85,0.660560279788485,2.30359764017465,1.85251428927174e-10,1.85251428927174e-10,7.12505495873747e-08,1816,"tags=35%, list=12%, signal=31%","20877/12235/54392/12704/12236/208628/268697/68612/223970/18817/67052/215387/214901/108912/70385/22137/11799/73804/69716/229841/21335/68014/67177/56150/17345/76044/67141/14211/59126/68298"
"GO:0002443","leukocyte mediated immunity",299,0.492806248189659,1.96676289957927,2.06399093514275e-10,2.06399093514275e-10,7.37139619693841e-08,1659,"tags=21%, list=11%, signal=19%","140474/16071/12266/13421/12262/22324/16590/26365/20311/14727/19204/12260/16149/12259/22177/11634/21948/16182/14960/100123473/77777/12480/21926/14961/15001/12268/14347/19264/17131/26909/68891/20296/14190/24088/16176/12984/50908/83430/15368/13036/15002/317677/14997/96935/12479/12261/105855/18173/15223/12983/21938/667277/15216/56200/11541/16190/14825/16453/15510/21939/20963/16414/12721"
"GO:0034660","ncRNA metabolic process",494,0.42275843724245,1.74097203708356,1.49032214763011e-09,1.49032214763011e-09,4.96774049210038e-07,3938,"tags=39%, list=25%, signal=30%","24014/21926/271842/72515/102614/59028/328162/107094/14113/235036/52530/67223/72462/74035/211064/104662/68147/20017/70333/215193/59014/67973/67619/17299/67949/98956/27966/217995/56095/64424/20019/67222/234344/69902/69237/319582/56200/213773/72171/110109/67724/21969/245474/214384/28114/21771/17089/105372/53414/21453/69961/106248/67920/70769/72344/69942/212679/103136/78697/72634/66409/17975/71340/208144/30946/66965/57750/68626/72662/107071/20085/110816/192657/18813/57315/16193/52705/230082/20055/233802/22321/18148/100503670/20115/67832/70120/18150/20116/70223/228889/66580/217109/16418/72544/66491/207932/66590/56361/20088/19896/64934/56463/67025/75617/77065/66254/13871/216156/20054/227715/54127/67115/70930/66942/69372/104458/60507/68979/67045/66489/73674/212728/52513/20823/433813/66481/69499/110960/66381/20937/20068/80912/72554/100019/108943/66181/20044/72181/69072/28036/100043813/224481/195434/225348/52575/22059/19942/208718/71984/71990/67049/19941/14791/57294/27993/72133/212528/15108/27176/57808/66362/107508/230577/233189/20848/72198/12181/66966/27267/85305/66583/75416/68915/237886/67936/213541/14911/15115/75273/13716/67276/217431/69663/353172/71916/70285/12578/52686/239528/269470/234374/105083/67239"
"GO:0002449","lymphocyte mediated immunity",229,0.50661636611197,1.98102138219215,1.86883359548295e-09,1.86883359548295e-09,5.58562562529657e-07,1341,"tags=20%, list=9%, signal=18%","140474/16071/12266/12262/22324/26365/14727/12260/16149/12259/11634/21948/16182/14960/100123473/77777/12480/21926/14961/15001/12268/14347/19264/17131/26909/14190/16176/12984/50908/83430/13036/15002/317677/14997/96935/12479/12261/105855/18173/15223/12983/21938/667277/15216/16190"
"GO:0008608","attachment of spindle microtubules to kinetochore",34,0.791783024761683,2.33955377149844,1.89911271260083e-09,1.89911271260083e-09,5.58562562529657e-07,1203,"tags=50%, list=8%, signal=46%","20877/66977/26934/67629/76464/268697/54141/67052/18005/13605/72415/73804/51944/229841/67177/66442/101994"
"GO:1905818","regulation of chromosome separation",70,0.670819114977221,2.27004099042048,3.17430927940861e-09,3.17430927940861e-09,8.81752577613503e-07,1816,"tags=36%, list=12%, signal=32%","20877/12235/54392/12704/12236/208628/268697/68612/18817/67052/215387/70385/22137/11799/69716/229841/21335/68014/67177/56150/76044/67141/14211/59126/68298"
"GO:0007094","mitotic spindle assembly checkpoint signaling",35,0.780714845132404,2.3180695729727,4.31029189719915e-09,4.31029189719915e-09,1.07757297429979e-06,955,"tags=43%, list=6%, signal=40%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:0071173","spindle assembly checkpoint signaling",35,0.780714845132404,2.3180695729727,4.31029189719915e-09,4.31029189719915e-09,1.07757297429979e-06,955,"tags=43%, list=6%, signal=40%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:0044782","cilium organization",322,-0.376045351327207,-1.85268745564843,6.10735094832488e-09,6.10735094832488e-09,1.45413117817259e-06,3870,"tags=43%, list=25%, signal=33%","114602/52906/106633/217335/67286/171567/104346/232987/217705/219103/53883/216560/211535/73916/72140/105833/13191/68146/207686/100502861/73668/192176/16328/76568/207425/320634/52184/76779/232906/329795/105428/67378/74019/66086/246102/51938/70314/81896/74025/75472/72569/110012/73873/102774/56542/216274/74256/75695/67590/67694/74682/69871/67046/56526/102747/101565/380614/225523/269336/320234/66994/59030/654470/67474/56637/385668/74694/18541/432611/78802/12589/59002/242584/74201/77832/72507/27078/19893/244608/73692/78795/381644/71276/71448/11567/330830/76816/74569/241112/234740/66910/213081/19335/69672/16569/69707/100048534/20822/75564/67978/636104/17758/382253/72421/235330/213402/280408/70300/105000/67946/66717/74052/74081/19725/80291/226422/75050/264134/241035/75533/64009/259300/226251/382571/73293/52028/319565/286942/227058/192653/232943/22092/24084/69387/319953/17152/627872/227753/320214"
"GO:0051985","negative regulation of chromosome segregation",40,0.753553303022521,2.31443659237027,6.61093875621251e-09,6.61093875621251e-09,1.50248608095739e-06,955,"tags=40%, list=6%, signal=38%","20877/12235/12236/208628/268697/18817/67052/214901/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:0002252","immune effector process",454,0.425328321016996,1.74012787149855,7.75208503094601e-09,7.75208503094601e-09,1.68523587629261e-06,2460,"tags=24%, list=16%, signal=21%","140474/16071/12266/13421/12262/22324/16590/77125/26365/20311/14727/19204/12260/16149/12259/22177/16792/11634/21948/16182/14960/100123473/77777/12480/21926/14961/18826/15001/12268/14347/94176/19264/17131/26909/68891/20296/230405/14190/24088/16176/12984/16153/50908/83430/15368/13036/15002/317677/14962/14997/19260/16803/96935/16854/12479/230126/12261/19662/232345/105855/18173/17174/243910/20442/15223/12983/21938/13844/667277/15216/56200/11541/625018/18534/16190/209558/14825/17242/16453/18784/15510/21939/20963/16414/12721/21946/21929/20085/69583/20361/16193/237625/16678/11622/110557/27060/69582/15900/22042/74732/11421/50909/72544/12628/21808/12608/16950/18673/20277"
"GO:0010965","regulation of mitotic sister chromatid separation",57,0.689094305459542,2.25574368008156,9.26132604121394e-09,9.26132604121394e-09,1.85578485586276e-06,955,"tags=32%, list=6%, signal=30%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/68014/67177/56150"
"GO:0071174","mitotic spindle checkpoint signaling",37,0.775941341311242,2.32423898376859,9.27892427931381e-09,9.27892427931381e-09,1.85578485586276e-06,955,"tags=43%, list=6%, signal=41%","20877/12235/12236/208628/268697/18817/67052/20460/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:0033045","regulation of sister chromatid segregation",63,0.674981815203506,2.23793597544431,1.26520297717856e-08,1.26520297717856e-08,2.43308264842032e-06,955,"tags=30%, list=6%, signal=28%","20877/12235/12704/12236/208628/268697/68612/223970/18817/67052/70385/22137/11799/69716/229841/21335/68014/67177/56150"
"GO:0051306","mitotic sister chromatid separation",60,0.680621036593469,2.23946712895361,1.45614167780676e-08,1.45614167780676e-08,2.69655866260512e-06,955,"tags=30%, list=6%, signal=28%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/68014/67177/56150"
"GO:0031577","spindle checkpoint signaling",40,0.745030146783054,2.28825887593802,1.79988624206556e-08,1.79988624206556e-08,3.21408257511706e-06,955,"tags=40%, list=6%, signal=38%","20877/12235/12236/208628/268697/18817/67052/20460/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:0097530","granulocyte migration",114,0.578751459028172,2.10244244110367,2.8532753341816e-08,2.8532753341816e-08,4.91944023134758e-06,1914,"tags=38%, list=12%, signal=33%","12978/22324/20311/20308/20297/20305/16149/12977/232983/20201/18829/14347/20310/20309/13614/330122/22339/68891/20296/20304/16176/83430/16803/16854/19152/12261/105855/20306/20303/20292/68279/13052/20300/14825/17242/16175/20563/20963/16414/15465/21930/277360/21828"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle",38,0.751684134141919,2.26524462632762,3.14686716960034e-08,3.14686716960034e-08,5.24477861600056e-06,955,"tags=39%, list=6%, signal=37%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:1990266","neutrophil migration",92,0.616420727687246,2.17122095526733,3.34150771930118e-08,3.34150771930118e-08,5.38952857951803e-06,1914,"tags=41%, list=12%, signal=36%","22324/20311/20308/20297/20305/16149/20201/18829/14347/20310/20309/13614/330122/68891/20296/20304/16176/83430/16803/16854/19152/12261/105855/20306/20303/20292/68279/13052/20300/14825/17242/16175/20563/20963/16414/21930/277360/21828"
"GO:0002250","adaptive immune response",317,0.4533822388353,1.81726230461047,3.52133532714157e-08,3.52133532714157e-08,5.5020864486587e-06,2683,"tags=28%, list=17%, signal=24%","140474/16071/12266/12262/77125/14727/12260/16149/12259/11687/11634/21948/17082/16182/12516/14960/208154/100123473/12480/21926/18751/14961/15001/12268/14347/19264/17131/11513/26909/22339/230405/14190/16176/12984/22637/50908/83430/12142/13036/15002/317677/14997/96935/12479/12261/105855/18173/243910/15223/67664/12983/68279/21938/13844/667277/15216/16190/16453/99571/15510/21939/11658/20963/21682/64435/19720/21929/69583/16193/12518/11622/110557/27060/22042/74732/50909/94185/18034/72544/12628/16950/18673/332579/12258/14998/14972/107823/18128/56532/16194"
"GO:0033046","negative regulation of sister chromatid segregation",38,0.74957255036011,2.25888124362799,3.91909577829814e-08,3.91909577829814e-08,5.59870825471163e-06,955,"tags=39%, list=6%, signal=37%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:0033048","negative regulation of mitotic sister chromatid segregation",38,0.74957255036011,2.25888124362799,3.91909577829814e-08,3.91909577829814e-08,5.59870825471163e-06,955,"tags=39%, list=6%, signal=37%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:2000816","negative regulation of mitotic sister chromatid separation",38,0.74957255036011,2.25888124362799,3.91909577829814e-08,3.91909577829814e-08,5.59870825471163e-06,955,"tags=39%, list=6%, signal=37%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:0051304","chromosome separation",91,0.616421619583886,2.16972839199625,4.13048787209665e-08,4.13048787209665e-08,5.73678871124534e-06,1816,"tags=33%, list=12%, signal=29%","20877/12235/54392/12704/12236/208628/268697/68612/18817/67052/215387/105988/70385/22137/11799/21973/110958/69716/229841/21335/68014/67177/56150/69928/268465/76044/67141/14211/59126/68298"
"GO:0044784","metaphase/anaphase transition of cell cycle",58,0.682405790455276,2.24051164415634,4.84555229346433e-08,4.84555229346433e-08,6.54804363981667e-06,955,"tags=31%, list=6%, signal=29%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/68014/67177/56150"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle",56,0.694408243381613,2.25753345393575,5.13291553768561e-08,5.13291553768561e-08,6.60454365961191e-06,955,"tags=32%, list=6%, signal=30%","20877/12235/12704/12236/208628/268697/68612/18817/67052/70385/22137/11799/69716/229841/21335/68014/67177/56150"
"GO:0019724","B cell mediated immunity",114,0.574029463002549,2.0852887481045,5.15154405449729e-08,5.15154405449729e-08,6.60454365961191e-06,2789,"tags=35%, list=18%, signal=29%","16071/12266/12262/12260/16149/12259/21948/14960/100123473/21926/14961/15001/12268/19264/26909/14190/12984/50908/15002/317677/96935/12261/15223/12983/667277/16190/15510/21939/69583/27060/22042/50909/72544/12628/332579/12258/14998/107823/83408/317757"
"GO:0060271","cilium assembly",295,-0.36876907032992,-1.82576243943689,5.73831537224761e-08,5.73831537224761e-08,7.17289421530952e-06,3870,"tags=42%, list=25%, signal=32%","114602/52906/106633/217335/104346/232987/219103/53883/216560/211535/73916/72140/105833/13191/68146/207686/100502861/192176/16328/76568/207425/320634/52184/76779/232906/329795/105428/67378/74019/66086/51938/70314/81896/74025/72569/110012/73873/102774/56542/216274/74256/75695/67590/67694/74682/69871/67046/56526/102747/101565/380614/225523/320234/66994/59030/654470/67474/56637/74694/18541/432611/12589/59002/242584/74201/77832/72507/27078/19893/244608/73692/78795/381644/71276/71448/11567/330830/76816/234740/66910/213081/19335/69672/16569/69707/100048534/20822/75564/67978/636104/17758/382253/235330/213402/280408/70300/105000/67946/66717/74081/19725/80291/226422/75050/264134/241035/75533/64009/259300/226251/382571/73293/52028/319565/227058/192653/232943/22092/24084/69387/319953/17152/627872/227753/320214"
"GO:0097529","myeloid leukocyte migration",167,0.514035118661769,1.95191765327281,6.49892925948866e-08,6.49892925948866e-08,7.73329884703482e-06,1914,"tags=31%, list=12%, signal=27%","12978/12310/22324/16590/20311/20308/20297/20305/16149/12977/18787/232983/20201/18829/14347/20310/20309/13614/330122/22339/68891/20296/20304/16176/83430/16803/16854/19152/12261/105855/20306/18591/20303/20292/68279/13052/20300/14825/17242/16175/13618/20563/20963/16414/21943/15465/21930/20085/277360/20315/21828"
"GO:0030593","neutrophil chemotaxis",73,0.640375834293585,2.18018290620316,6.59986777540167e-08,6.59986777540167e-08,7.73329884703482e-06,1914,"tags=45%, list=12%, signal=40%","22324/20311/20308/20297/20305/16149/20201/18829/20310/20309/13614/330122/20296/20304/16176/83430/16803/16854/12261/105855/20306/20303/20292/13052/20300/14825/17242/20563/20963/16414/21930/277360/21828"
"GO:0051784","negative regulation of nuclear division",50,0.69559581085159,2.23079261243138,6.65063700844995e-08,6.65063700844995e-08,7.73329884703482e-06,955,"tags=34%, list=6%, signal=32%","16878/20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/12649/69716/229841/68014/67177/56150"
"GO:0045216","cell-cell junction organization",176,0.513809061301761,1.95912073316195,6.89467726943315e-08,6.89467726943315e-08,7.83486053344676e-06,2376,"tags=26%, list=15%, signal=22%","12740/12978/26365/18260/67451/14619/12737/53624/14623/218518/269116/12739/231830/21926/27375/20927/227485/195733/17131/70737/22339/68891/13605/16176/58187/19152/12563/320865/12550/17127/13844/13052/11606/12738/21873/224912/69693/20583/58220/14062/12741/11421/14615/239096/21808"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition",37,0.757100463622744,2.26780340019984,7.14331177907158e-08,7.14331177907158e-08,7.93701308785732e-06,955,"tags=41%, list=6%, signal=38%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:1905819","negative regulation of chromosome separation",39,0.744255027634698,2.2678289778233,8.23469508722893e-08,8.23469508722893e-08,8.95075552959667e-06,955,"tags=38%, list=6%, signal=36%","20877/12235/12236/208628/268697/18817/67052/70385/22137/11799/69716/229841/68014/67177/56150"
"GO:1903706","regulation of hemopoiesis",313,0.444875831971296,1.784224677573,9.59906147137154e-08,9.59906147137154e-08,1.02117675227357e-05,1943,"tags=22%, list=13%, signal=20%","12978/12310/12262/16878/26365/14727/12522/16149/12977/13386/22177/14087/14960/21926/15001/12349/19264/17131/72828/23871/12985/18102/14190/83554/20304/22637/16153/20677/83430/12142/74039/12479/230126/72147/105855/12571/13024/170741/243910/16169/21414/15223/16948/66058/17480/16658/20259/18534/16190/19659/16323/17242/15469/16453/12400/65963/74614/20963/21873/16909/21943/97165/16818/21946/21930/15526/18103/16193/237625"
"GO:0002521","leukocyte differentiation",474,0.410826151590108,1.68605681506386,9.97398617637189e-08,9.97398617637189e-08,1.03895689337207e-05,2192,"tags=22%, list=14%, signal=19%","16071/12978/12310/110763/12262/22324/16878/16590/26365/14727/12522/16149/12977/24108/13386/28240/22177/14087/16792/620235/11634/16182/14960/21926/14961/15001/14347/12349/94176/19264/17131/72828/22339/12985/18102/230405/14190/83554/24088/20304/16176/22402/22637/16153/20677/83430/12142/16847/15951/74039/19260/12479/19152/230126/72147/105855/12571/13024/170741/243910/16169/21414/20442/15223/66058/71982/16658/18534/16190/19659/58208/17242/22041/16453/16175/12400/65963/270110/74614/20963/21873/21943/16818/21946/21930/11740/21929/18103/21985/277360/16193/237625/12518/14734/12193/11622/15201/27060/15900/15354/22042/19664"
"GO:1902105","regulation of leukocyte differentiation",247,0.475225563114797,1.86259193376514,1.06621522128048e-07,1.06621522128048e-07,1.08797471559233e-05,2009,"tags=24%, list=13%, signal=21%","12978/12310/12262/16878/26365/14727/12522/16149/12977/13386/22177/14087/14960/21926/15001/12349/19264/17131/72828/18102/14190/83554/20304/22637/16153/20677/83430/12142/74039/12479/230126/72147/105855/12571/13024/170741/243910/16169/21414/15223/66058/16658/18534/16190/19659/17242/16453/12400/65963/74614/20963/21873/21943/16818/21946/21930/18103/16193/237625/12193"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",251,0.475954762925778,1.87214419661884,1.10220688373576e-07,1.10220688373576e-07,1.10220688373576e-05,2683,"tags=29%, list=17%, signal=24%","140474/16071/12266/12262/77125/14727/12260/16149/12259/11634/21948/17082/16182/14960/100123473/12480/21926/14961/15001/12268/14347/19264/17131/26909/22339/14190/16176/12984/50908/83430/13036/15002/317677/14997/96935/12479/12261/105855/18173/243910/15223/12983/21938/13844/667277/15216/16190/16453/15510/21939/21929/69583/16193/11622/110557/27060/22042/74732/50909/18034/72544/12628/16950/18673/332579/12258/14998/14972/107823/18128/56532/16194"
